accel,1560394310331.465332,-0.0882598,-9.78704,1.56906
gyro,1560394308600.545410,-0.00174533,0,0
accel,1560394310336.125244,-0.00980665,-9.80665,1.58868
gyro,1560394308605.201416,-0,-0.00349066,0.00349066
accel,1560394310339.870605,-0.0490332,-9.80665,1.66713
gyro,1560394308610.910400,0,0.00174533,-0.00523599
accel,1560394310344.257812,-0.0686466,-9.82626,1.6279
gyro,1560394308616.449463,0,0.00174533,0
accel,1560394310348.543457,-0.0882598,-9.78704,1.60829
gyro,1560394308621.747803,0,0.00349066,0
accel,1560394310352.681152,-0.0882598,-9.80665,1.58868
gyro,1560394308626.600342,-0.00174533,0.00349066,-0.00174533
accel,1560394310356.546143,-0.0686466,-9.80665,1.6279
gyro,1560394308631.574463,0,0,0.00174533
accel,1560394310360.488525,-0.0490332,-9.82626,1.60829
gyro,1560394308636.182129,-0,-0.00349066,0.00349066
accel,1560394310364.202148,-0.0686466,-9.78704,1.60829
gyro,1560394308641.398438,0,0,0
accel,1560394310368.289551,-0.0882598,-9.80665,1.60829
gyro,1560394308646.180664,-0.00174533,0,0.00349066
accel,1560394310372.113525,-0.0686466,-9.78704,1.56906
gyro,1560394308650.629639,0,0,0
accel,1560394310375.729004,-0.0686466,-9.80665,1.6279
gyro,1560394308655.216064,-0.00174533,0,-0.00174533
accel,1560394310379.340820,-0.0686466,-9.82626,1.58868
gyro,1560394308660.133545,0,-0.00523599,0
accel,1560394310383.170166,-0.0882598,-9.80665,1.58868
gyro,1560394308664.592773,-0,-0.00349066,0.00349066
accel,1560394310387.206299,-0.0686466,-9.80665,1.56906
gyro,1560394308669.771484,-0.00174533,0.00174533,0
accel,1560394310390.924316,-0.0686466,-9.84588,1.60829
gyro,1560394308674.779541,-0.00174533,0.00174533,0
accel,1560394310395.253662,-0.0686466,-9.80665,1.56906
gyro,1560394308680.812012,0,0.00174533,0
accel,1560394310399.560791,-0.0686466,-9.82626,1.56906
gyro,1560394308685.363281,0,0,0
accel,1560394310404.194092,-0.0490332,-9.80665,1.60829
gyro,1560394308691.809082,-0.00349066,0.00349066,0
accel,1560394310407.521484,-0.0686466,-9.80665,1.60829
