1560394313178347467,18705348,20378098
1560394313278502799,18705348,20378098
1560394313378679578,18705348,20378098
1560394313478831047,18705348,20378098
1560394313578959190,18705348,20378098
1560394313679186571,18705348,20378098
1560394313779413358,18705348,20378098
1560394313890025494,18705348,20378098
1560394313990250332,18705347,20378098
1560394314090509192,18705347,20378098
1560394314190708708,18705347,20378098
1560394314290883555,18705347,20378098
1560394314391059634,18705347,20378098
1560394314491238046,18705347,20378098
1560394314591442704,18705347,20378097
1560394314691573967,18705347,20378098
1560394314791812328,18705346,20378098
1560394314892009461,18705347,20378098
1560394314992200463,18705347,20378098
1560394315092589659,18705347,20378098
1560394315192810229,18705347,20378098
1560394315293019921,18705347,20378098
1560394315393250469,18705347,20378098
1560394315493460262,18705347,20378098
1560394315593655984,18705347,20378098
1560394315704173007,18705347,20378098
1560394315804368071,18705347,20378098
1560394316005305669,18706429,20379073
1560394316105727533,18710093,20382737
1560394316205893087,18716384,20389012
1560394316306042878,18722891,20395546
1560394316406197174,18729291,20401933
1560394316506338455,18735655,20408313
1560394316606528082,18742014,20414692
1560394316706735863,18748344,20421028
1560394316806903137,18754707,20427375
1560394316907067243,18761024,20433723
1560394317007255917,18767396,20440087
1560394317107428755,18773798,20446508
1560394317207618489,18780105,20452827
1560394317307784754,18786498,20459174
1560394317407927482,18792909,20465571
1560394317508072928,18799273,20471920
1560394317608225537,18805640,20478300
1560394317708373685,18811986,20484642
1560394317808486239,18818359,20491005
1560394317908655891,18824956,20497573
1560394318008841418,18831130,20503907
1560394318109048438,18837661,20510269
1560394318209255135,18844012,20516649
1560394318309459303,18850348,20522992
1560394318409626323,18856746,20529318
1560394318509768986,18863050,20535606
1560394318609888472,18869361,20541927
1560394318710012228,18875745,20548324
1560394318810246029,18882064,20554674
1560394318910420088,18888434,20561062
1560394319010625449,18894748,20567391
1560394319110807127,18901113,20573721
1560394319210971057,18907493,20580037
1560394319311102770,18913883,20586472
1560394319411243299,18920226,20592807
1560394319511424085,18926590,20599192
1560394319611602659,18932971,20605598
