1560393549082715222,-12.3,-1.74
1560393549182902646,-12.32,-1.8
1560393549283015443,-12.34,-1.77
1560393549383179260,-12.36,-1.76
1560393549483333846,-12.37,-1.82
1560393549583523866,-12.39,-1.83
1560393549683682159,-12.41,-1.8
1560393549783820348,-12.43,-1.74
1560393549883959515,-12.45,-1.77
1560393549984087228,-12.46,-1.73
1560393550084221719,-12.48,-1.71
1560393550184385100,-12.5,-1.71
1560393550284503852,-12.51,-1.64
1560393550384609542,-12.53,-1.59
1560393550484746073,-12.55,-1.59
1560393550584909898,-12.56,-1.56
1560393550685049687,-12.58,-1.56
1560393550785204034,-12.59,-1.57
1560393550885326238,-12.61,-1.55
1560393550985491586,-12.62,-1.53
1560393551085641898,-12.64,-1.47
1560393551185780755,-12.65,-1.47
1560393551285925678,-12.67,-1.43
1560393551386097545,-12.68,-1.41
1560393551486223244,-12.7,-1.46
1560393551586385338,-12.71,-1.35
1560393551686583201,-12.72,-1.35
1560393551786741189,-12.74,-1.25
1560393551886874969,-12.75,-1.19
1560393551987042402,-12.76,-1.18
1560393552087194589,-12.77,-1.14
1560393552187311413,-12.78,-1.09
1560393552287513081,-12.8,-1.09
1560393552387667341,-12.81,-1.06
1560393552487788844,-12.82,-1.06
1560393552587910035,-12.83,-0.97
1560393552688046594,-12.84,-0.97
1560393552788173158,-12.85,-0.95
1560393552888298459,-12.86,-0.88
1560393552988449071,-12.86,-0.83
1560393553088603445,-12.87,-0.81
1560393553188722050,-12.88,-0.77
1560393553288908362,-12.89,-0.77
1560393553389039048,-12.89,-0.68
1560393553489166855,-12.9,-0.68
1560393553589291392,-12.91,-0.62
1560393553689475604,-12.91,-0.6
1560393553789601239,-12.92,-0.55
1560393553889736116,-12.93,-0.48
1560393553989909704,-12.93,-0.52
1560393554090032366,-12.94,-0.48
1560393554190160273,-12.94,-0.45
1560393554290308712,-12.94,-0.4
1560393554390444523,-12.95,-0.22
1560393554490570318,-12.95,-0.14
1560393554590696227,-12.95,-0.33
1560393554690840801,-12.95,-0.13
1560393554791000837,-12.95,-0.1
1560393554891126206,-12.96,-0.06
1560393554991302649,-12.96,0.02
1560393555091487991,-12.96,0.04
1560393555191780098,-12.96,0.02
1560393555292183240,-12.95,0.06
1560393555392520307,-12.95,0.06
1560393555492740555,-12.95,0.07
1560393555593117158,-12.95,0.06
1560393555693329834,-12.95,0.12
1560393555793482279,-12.95,0.04
1560393555893666139,-12.95,0.05
1560393555993845837,-12.95,0.08
1560393556093973981,-12.95,0.01
1560393556194174168,-12.95,0.01
1560393556294356204,-12.95,0.02
1560393556394511871,-12.95,0.01
1560393556494687170,-12.95,0.02
1560393556594848979,-12.95,0.01
1560393556694989146,-12.95,-0.05
1560393556795157473,-12.95,-0.05
1560393556895308650,-12.95,-0.01
1560393556995458114,-12.95,0
1560393557095577366,-12.95,0
1560393557195706396,-12.95,-0.04
1560393557295857731,-12.95,0.02
1560393557395979643,-12.95,-0.03
1560393557496109480,-12.95,-0.05
1560393557596234849,-12.95,-0.01
1560393557696351013,-12.95,-0.01
1560393557796462525,-12.95,0
1560393557896594340,-12.95,-0.01
1560393557996729904,-12.95,-0.01
1560393558096906908,-12.95,-0.02
1560393558197058342,-12.95,0
1560393558297184500,-12.95,0.05
1560393558397306913,-12.95,0.05
1560393558497432319,-12.95,-0.03
1560393558597602223,-12.95,0
1560393558697731151,-12.95,-0.05
1560393558797894030,-12.95,-0.05
1560393558898023327,-12.95,-0.01
1560393558998218078,-12.95,-0.04
1560393559098315748,-12.95,0
1560393559198490158,-12.95,0.05
1560393559298637323,-12.95,0.02
1560393559398753513,-12.95,-0.03
1560393559498894656,-12.95,0
1560393559599033059,-12.95,-0.02
1560393559699165165,-12.95,-0.04
1560393559799339176,-12.95,0.02
1560393559899462493,-12.95,0.01
1560393559999579339,-12.95,0.04
1560393560099699392,-12.95,-0.03
1560393560199826334,-12.95,-0.01
1560393560299963215,-12.95,-0.05
1560393560400087916,-12.95,0.04
1560393560500205264,-12.95,-0.02
1560393560600350310,-12.95,0.03
1560393560700464438,-12.95,0.02
1560393560800589223,-12.95,-0.02
1560393560900750925,-12.95,-0.04
1560393561000904572,-12.95,-0.02
1560393561101052789,-12.95,0.02
1560393561201196776,-12.95,0
1560393561301326949,-12.95,0.03
1560393561401481183,-12.95,0.03
1560393561501621308,-12.95,-0.04
1560393561601791199,-12.95,0.03
1560393561701925177,-12.95,-0.03
1560393561802084568,-12.95,0
1560393561902230609,-12.95,0.01
1560393562002347226,-12.95,-0.01
1560393562102470266,-12.95,0.05
1560393562202628903,-12.95,0.05
1560393562302766432,-12.95,0.06
1560393562402887861,-12.95,0.11
1560393562503067516,-12.95,0
1560393562603251546,-12.95,0.06
1560393562703373751,-12.95,0.03
1560393562803541322,-12.95,-0.03
1560393562903715628,-12.95,0.09
1560393563003835769,-12.95,-0.02
1560393563104000713,-12.95,0
1560393563204117353,-12.95,0.01
1560393563304246609,-12.95,-0.08
1560393563404389007,-12.95,-0.01
1560393563504531064,-12.95,-0.02
1560393563604690071,-12.95,-0.09
1560393563704900343,-12.95,0.07
1560393563805016103,-12.95,0.06
1560393563905137355,-12.95,0.02
1560393564005224005,-12.95,0.08
1560393564105382130,-12.95,-0.01
1560393564205523486,-12.95,0.06
1560393564305657198,-12.95,0.06
1560393564405782940,-12.95,0.04
1560393564505900395,-12.95,0.05
1560393564606081023,-12.95,0.09
1560393564706217265,-12.94,0.07
1560393564806340189,-12.94,0.07
1560393564906506217,-12.94,0.1
1560393565006702157,-12.94,-0.01
1560393565106896281,-12.94,0
1560393565207106704,-12.94,0
1560393565307387283,-12.94,-0.01
1560393565407659322,-12.94,0.04
1560393565507922374,-12.94,0.1
1560393565608107732,-12.94,0.32
1560393565708274601,-12.94,0.23
1560393565808491467,-12.93,0.42
1560393565908701744,-12.93,0.5
1560393566008862197,-12.92,0.55
1560393566109003671,-12.92,0.57
1560393566209157301,-12.91,0.62
1560393566309298756,-12.91,0.67
1560393566409617557,-12.9,0.64
1560393566509808017,-12.89,0.73
1560393566609925345,-12.89,0.79
1560393566710110454,-12.88,0.84
1560393566810254533,-12.87,0.89
1560393566910383739,-12.86,0.91
1560393567010514657,-12.85,1.05
1560393567110660044,-12.84,1.04
1560393567210801499,-12.83,1.08
1560393567310927171,-12.82,1.2
1560393567411042556,-12.8,1.3
1560393567511208715,-12.79,1.37
1560393567611352727,-12.78,1.5
1560393567711511680,-12.76,1.59
1560393567811620443,-12.75,1.72
1560393567911735848,-12.73,1.81
1560393568011860853,-12.71,1.96
1560393568111987684,-12.69,1.99
1560393568212114849,-12.67,2.1
1560393568312267573,-12.65,2.13
1560393568412378719,-12.63,2.24
1560393568512500041,-12.6,2.32
1560393568612631915,-12.58,2.4
1560393568712757417,-12.55,2.55
1560393568812883877,-12.53,2.67
1560393568913015155,-12.5,2.73
