gyro,1560395047759.132812,0,0,0
accel,1560395047821.651367,-0.0490332,-9.78704,1.58868
gyro,1560395047765.136230,0,0,0
accel,1560395047825.675293,-0.0490332,-9.84588,1.58868
gyro,1560395047770.136230,0,0.00174533,0
accel,1560395047830.880127,-0.0686466,-9.84588,1.6279
gyro,1560395047777.056152,0,0,0.00349066
accel,1560395047835.568115,-0.0686466,-9.80665,1.54945
gyro,1560395047782.646973,-0.00174533,0,0.00174533
accel,1560395047840.214600,-0.0490332,-9.84588,1.54945
gyro,1560395047787.895020,0,0.00349066,0
accel,1560395047844.151611,-0.0686466,-9.80665,1.58868
gyro,1560395047791.619873,0.00174533,0,0
accel,1560395047847.059082,-0.0686466,-9.78704,1.60829
gyro,1560395047796.248535,0.00174533,0.00174533,0
accel,1560395047850.194580,-0.0490332,-9.82626,1.60829
gyro,1560395049941.302979,-0.00174533,0,0
accel,1560395047853.465576,-0.0490332,-9.78704,1.54945
gyro,1560395049945.911377,-0.00174533,0.00174533,0
accel,1560395047857.327148,-0.0294199,-9.82626,1.60829
gyro,1560395049950.852539,-0,-0.00349066,0.00174533
accel,1560395047861.657227,-0.0294199,-9.84588,1.6279
gyro,1560395049956.056885,0,0,0
accel,1560395047864.424072,-0.0686466,-9.82626,1.56906
gyro,1560395049960.380615,0,0.00349066,0
accel,1560395047868.498535,-0.0686466,-9.82626,1.56906
gyro,1560395049965.440674,0,0,0
accel,1560395047872.846436,-0.0490332,-9.82626,1.58868
gyro,1560395049970.654785,-0.00174533,0,0
accel,1560395047877.572021,-0.0490332,-9.86549,1.56906
gyro,1560395049976.083496,0,0,0.00174533
accel,1560395047881.400879,-0.0294199,-9.84588,1.58868
gyro,1560395049981.005859,-0.00523599,0.00174533,-0.00349066
accel,1560395047885.011719,-0.0686466,-9.78704,1.58868
gyro,1560395049985.805664,0,0,0.00349066
accel,1560395047888.517334,-0.0490332,-9.80665,1.58868
gyro,1560395049990.545410,-0.00349066,0,0
accel,1560395050167.749512,-0.0686466,-9.78704,1.60829
gyro,1560395049995.536377,0,0,0.00174533
accel,1560395050171.699463,-0.0686466,-9.76742,1.60829
gyro,1560395050000.527344,0,0,-0.00174533
accel,1560395050175.649658,-0.0490332,-9.86549,1.56906
gyro,1560395050005.519287,-0.00174533,0,0
accel,1560395050179.599609,-0.0294199,-9.82626,1.54945
gyro,1560395050010.509277,-0.00174533,0,0.00174533
accel,1560395050183.549561,-0.0294199,-9.80665,1.56906
gyro,1560395050015.501221,0,0,-0.00174533
accel,1560395050187.499512,-0.0686466,-9.82626,1.6279
gyro,1560395050020.492188,-0,-0.00349066,0.00523599
accel,1560395050191.449463,-0.0882598,-9.80665,1.56906
gyro,1560395050025.482910,0,0,-0.00174533
accel,1560395050195.399414,-0.0686466,-9.86549,1.56906
gyro,1560395050030.473877,0,0,0
accel,1560395050199.349365,-0.0686466,-9.82626,1.56906
gyro,1560395050035.464844,-0.00174533,0,0
accel,1560395050203.298340,-0.0686466,-9.78704,1.54945
gyro,1560395050040.455811,0,0,0
accel,1560395050207.248291,-0.0490332,-9.82626,1.60829
gyro,1560395050045.446777,-0.00174533,0,0
accel,1560395050211.197266,-0.0294199,-9.80665,1.60829
gyro,1560395050050.438721,0,0,0
accel,1560395050215.147217,-0.0686466,-9.80665,1.58868
gyro,1560395050055.428711,0,0,0.00349066
accel,1560395050219.096191,-0.0882598,-9.82626,1.58868
gyro,1560395050060.419678,0,0,-0.00174533
accel,1560395050223.045166,-0.0490332,-9.78704,1.58868
gyro,1560395050065.411621,0,0.00698132,0
accel,1560395050226.995117,-0.0294199,-9.82626,1.6279
gyro,1560395050070.402588,0,0.00349066,0
accel,1560395050230.946045,-0.0686466,-9.84588,1.60829
gyro,1560395050075.393555,0,0,-0.00174533
accel,1560395050234.895996,-0.0882598,-9.76742,1.6279
gyro,1560395050080.384521,0,0,0
accel,1560395050238.845947,-0.0686466,-9.80665,1.54945
gyro,1560395050085.375488,-0.00174533,0,0
accel,1560395050242.795898,-0.0686466,-9.80665,1.58868
gyro,1560395050090.366455,-0.00174533,-0.00174533,0
accel,1560395050246.745850,-0.0686466,-9.82626,1.54945
gyro,1560395050095.357422,0,0.00349066,0
accel,1560395050250.694824,-0.0294199,-9.80665,1.56906
gyro,1560395050100.348389,0,0,0
accel,1560395050254.644775,-0.0686466,-9.78704,1.56906
gyro,1560395050105.339355,-0.00174533,0,0
accel,1560395050258.594727,-0.0490332,-9.82626,1.60829
gyro,1560395050110.331299,0,0.00174533,0
accel,1560395050262.544678,-0.0490332,-9.80665,1.6279
gyro,1560395050115.322021,0,0.00174533,0.00174533
accel,1560395050266.495605,-0.0490332,-9.78704,1.58868
gyro,1560395050120.312988,-0.00349066,0,-0.00174533
accel,1560395050270.444580,-0.0686466,-9.82626,1.54945
gyro,1560395050125.303955,0,0,0
accel,1560395050274.395508,-0.0686466,-9.80665,1.60829
gyro,1560395050130.294922,-0.00174533,0.00349066,0
